FirstName,LastName,Email,Address,Subscription Plan,Monthly Streams Limit,Cost,Credit Card Number,ExpDate,Song Title,Artist Name,Album Title,Genre,Device,Song Length (min),Playlist Name,Playlist Position,Date,Over Limit,Pay-Per-Stream Fee
Alice,King,maplest.aliceking@music.com,"6800 Maple St, FL",Premium,100,9.99,4941-1079-7478-4790,11/23/2026,Living Hope,Phil Wickham,Living Hope,Classical,Desktop,5,Chill,92,8/5/2024 18:01:19,No,0
Ivy,Scott,hickoryct.ivyscott@music.com,"1851 Hickory Ct, FL",Free,10,0,9350-1951-5950-2543,11/18/2026,King of Kings,Hillsong Worship,Awake,Classical,Tablet,5,Chill,28,4/17/2024 18:01:19,No,0
Eve,White,birchst.evewhite@music.com,"1711 Birch St, WA",Free,10,0,6678-1926-5910-5459,11/13/2026,Another in the Fire,Hillsong UNITED,People,Country,Desktop,7,Party,5,11/13/2023 18:01:20,No,0
Carol,King,birchst.carolking@music.com,"5958 Birch St, NY",Premium,100,9.99,9726-7350-8614-4878,11/18/2026,See a Victory,Elevation Worship,At Midnight,Reggae,Mobile,6,Sleep,55,6/1/2024 18:04:29,No,0
Rob,King,spruceln.robking@music.com,"405 Spruce Ln, OH",Basic,50,4.99,3060-1619-2428-3242,11/23/2026,The Blessing,Kari Jobe & Cody Carnes,The Blessing,Pop,Desktop,9,Party,41,11/17/2023 18:01:20,No,0
Eve,Taylor,pinerd.evetaylor@music.com,"8537 Pine Rd, WA",Premium,100,9.99,1289-8454-6253-4505,11/28/2026,Battle Belongs,Phil Wickham,Hymn of Heaven,Reggae,Desktop,4,Party,57,9/6/2024 18:01:20,No,0
Karen,Wilson,hickoryct.karenwilson@music.com,"7756 Hickory Ct, WA",Basic,50,4.99,3697-9824-9972-6446,12/3/2026,Hold On to Me,Lauren Daigle,Hold On to Me,Blues,Tablet,4,Chill,15,3/17/2024 18:01:20,No,0
Grace,Perez,birchst.graceperez@music.com,"5263 Birch St, WA",Premium,100,9.99,3654-2869-6011-5722,12/8/2026,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Metal,Mobile,4,Chill,31,2/29/2024 18:01:21,No,0
Eve,White,birchst.evewhite@music.com,"1711 Birch St, WA",Free,10,0,5783-4344-1412-3852,12/3/2026,Living Hope,Phil Wickham,Living Hope,Metal,Tablet,5,Sleep,8,1/14/2024 18:01:21,No,0
Dave,Anderson,spruceln.daveanderson@music.com,"6488 Spruce Ln, CA",Basic,50,4.99,6915-3880-8701-7678,12/8/2026,Way Maker,Leeland,Better Word,Jazz,Tablet,8,Sleep,76,1/6/2024 18:01:21,No,0
Alice,King,maplest.aliceking@music.com,"6800 Maple St, FL",Basic,50,4.99,3613-9396-9186-4371,12/13/2026,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Blues,Mobile,4,Party,27,3/6/2024 18:01:21,No,0
Alice,Scott,birchst.alicescott@music.com,"5046 Birch St, IL",Free,10,0,1253-9584-1919-7761,12/8/2026,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Blues,Tablet,4,Party,22,6/12/2024 18:01:21,No,0
Tom,Lee,pinerd.tomlee@music.com,"7726 Pine Rd, NC",Free,10,0,7132-6379-1017-2911,12/3/2026,Run to the Father,Cody Carnes,Run to the Father,Jazz,Mobile,6,Sleep,59,2/6/2024 18:01:22,No,0
Karen,Thomas,hickoryct.karenthomas@music.com,"7928 Hickory Ct, IL",Basic,50,4.99,5893-9407-7758-7036,12/8/2026,Known,Tauren Wells,Hills and Valleys,Blues,Tablet,4,Chill,96,5/12/2024 18:01:22,No,0
Frank,Lopez,hickoryct.franklopez@music.com,"8059 Hickory Ct, CA",Free,10,0,5484-1061-6318-9214,12/3/2026,Oceans (Where Feet May Fail),Hillsong United,Zion,Hip-Hop,Mobile,9,Sleep,5,6/8/2024 18:01:22,No,0
Ivy,Perez,willowblvd.ivyperez@music.com,"5977 Willow Blvd, IL",Basic,50,4.99,7768-4078-1204-8728,12/8/2026,The Blessing,Kari Jobe & Cody Carnes,The Blessing,Electronic,Mobile,9,Study,34,3/12/2024 18:01:22,No,0
Tom,Clark,ashdr.tomclark@music.com,"9015 Ash Dr, NC",Premium,100,9.99,1708-3874-9922-7152,12/13/2026,You Say,Lauren Daigle,Look Up Child,Blues,Mobile,4,Road Trip,19,11/17/2023 18:01:22,No,0
Grace,Davis,spruceln.gracedavis@music.com,"5687 Spruce Ln, WA",Premium,100,9.99,3089-8826-7326-4000,12/18/2026,God Only Knows,for KING & COUNTRY,Burn the Ships,Rock,Mobile,3,Focus,72,9/7/2024 18:01:22,No,0
Oscar,Scott,elmst.oscarscott@music.com,"2594 Elm St, WA",Basic,50,4.99,4448-6075-7006-2035,12/23/2026,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Hip-Hop,Mobile,4,Focus,21,3/22/2024 18:01:23,No,0
Tom,Clark,oakave.tomclark@music.com,"7558 Oak Ave, NC",Free,10,0,1178-2811-6641-2074,12/18/2026,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Electronic,Mobile,7,Focus,33,8/20/2024 18:01:23,Yes,0.25
Alice,Scott,birchst.alicescott@music.com,"5046 Birch St, IL",Basic,50,4.99,6830-6530-7763-1414,12/23/2026,Living Hope,Phil Wickham,Living Hope,Rock,Desktop,5,Party,31,3/18/2024 18:01:23,No,0
Dave,Clark,maplest.daveclark@music.com,"9741 Maple St, FL",Free,10,0,4481-1572-1404-4557,12/18/2026,Known,Tauren Wells,Hills and Valleys,Electronic,Desktop,4,Workout,75,7/15/2024 18:01:24,Yes,0.25
Oscar,White,maplest.oscarwhite@music.com,"1015 Maple St, TX",Basic,50,4.99,8383-1914-8022-4841,12/23/2026,Chain Breaker,Zach Williams,Chain Breaker,Classical,Desktop,3,Party,36,10/4/2023 18:01:24,No,0
Tom,Clark,hickoryct.tomclark@music.com,"2735 Hickory Ct, OH",Basic,50,4.99,9835-3061-2062-2751,12/28/2026,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Classical,Desktop,4,Sleep,94,4/7/2024 18:01:25,No,0
Jack,Smith,hickoryct.jacksmith@music.com,"3160 Hickory Ct, WA",Free,10,0,8394-6798-2707-6929,12/23/2026,Rise Up (Lazarus),CAIN,Rise Up,Classical,Desktop,4,Chill,52,8/30/2024 18:01:25,No,0
Mona,Perez,oakave.monaperez@music.com,"9254 Oak Ave, TX",Free,10,0,5998-3712-8091-8968,12/18/2026,No Longer Slaves,Bethel Music,We Will Not Be Shaken,Reggae,Tablet,6,Sleep,18,9/11/2024 18:01:25,No,0
Ivy,Scott,hickoryct.ivyscott@music.com,"1851 Hickory Ct, FL",Basic,50,4.99,9526-7009-7270-9608,12/23/2026,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Blues,Tablet,4,Sleep,28,3/18/2024 18:01:25,No,0
Quinn,Johnson,oakave.quinnjohnson@music.com,"4100 Oak Ave, PA",Basic,50,4.99,2327-7857-5377-5780,12/28/2026,Another in the Fire,Hillsong UNITED,People,Reggae,Mobile,7,Focus,60,6/24/2024 18:01:25,No,0
Jack,Johnson,birchst.jackjohnson@music.com,"8163 Birch St, NC",Basic,50,4.99,1993-9079-8457-7164,1/2/2027,Hold On to Me,Lauren Daigle,Hold On to Me,Metal,Tablet,4,Workout,11,8/28/2024 18:01:26,No,0
Leo,Johnson,hickoryct.leojohnson@music.com,"2848 Hickory Ct, OH",Premium,100,9.99,6250-6894-3007-4812,1/7/2027,Rescue,Lauren Daigle,Look Up Child,Reggae,Desktop,4,Study,34,7/13/2024 18:01:26,No,0
Leo,Johnson,hickoryct.leojohnson@music.com,"2848 Hickory Ct, OH",Basic,50,4.99,1919-4750-8153-8486,1/12/2027,Graves into Gardens,Elevation Worship,Graves into Gardens,Country,Desktop,7,Party,16,4/4/2024 18:01:26,No,0
Pam,Brown,elmst.pambrown@music.com,"3087 Elm St, NY",Basic,50,4.99,6937-2757-1601-1602,1/17/2027,You Say,Lauren Daigle,Look Up Child,Reggae,Tablet,4,Sleep,92,5/23/2024 18:01:26,No,0
Oscar,White,elmst.oscarwhite@music.com,"4825 Elm St, PA",Free,10,0,1084-8638-4556-7256,1/12/2027,Holy Water,We The Kingdom,Holy Water,Reggae,Desktop,5,Workout,76,10/20/2023 18:01:27,No,0
Dave,Wilson,oakave.davewilson@music.com,"7094 Oak Ave, FL",Basic,50,4.99,2512-9117-8654-4625,1/17/2027,Till I Found You,Phil Wickham,Living Hope,Country,Desktop,5,Study,88,12/4/2023 18:01:27,No,0
Jack,Davis,elmst.jackdavis@music.com,"2645 Elm St, NC",Premium,100,9.99,6755-7281-9618-8663,1/22/2027,King of Kings,Hillsong Worship,Awake,Rock,Mobile,5,Workout,12,10/11/2023 18:01:27,No,0
Tom,Johnson,willowblvd.tomjohnson@music.com,"4557 Willow Blvd, FL",Premium,100,9.99,2010-6910-8507-1956,1/27/2027,Raise a Hallelujah,Bethel Music,Victory,Rock,Mobile,7,Road Trip,20,1/27/2024 18:01:27,No,0
Tom,Clark,ashdr.tomclark@music.com,"9015 Ash Dr, NC",Premium,100,9.99,4733-7864-1327-4057,2/1/2027,Run to the Father,Cody Carnes,Run to the Father,Country,Desktop,6,Road Trip,66,2/18/2024 18:01:28,No,0
Quinn,Davis,ashdr.quinndavis@music.com,"343 Ash Dr, NC",Basic,50,4.99,8644-1834-7323-5696,2/6/2027,Holy Water,We The Kingdom,Holy Water,Electronic,Tablet,5,Workout,74,6/19/2024 18:01:28,No,0
Frank,Johnson,oakave.frankjohnson@music.com,"2760 Oak Ave, NY",Basic,50,4.99,5061-6276-1991-7005,2/11/2027,Rescue,Lauren Daigle,Look Up Child,Reggae,Tablet,4,Chill,3,8/31/2024 18:01:28,No,0
Hank,Jackson,hickoryct.hankjackson@music.com,"3089 Hickory Ct, TX",Free,10,0,4902-9459-7482-2649,2/6/2027,Do It Again,Elevation Worship,There Is a Cloud,Jazz,Mobile,6,Chill,75,4/18/2024 18:01:28,No,0
Jack,Davis,elmst.jackdavis@music.com,"2645 Elm St, NC",Premium,100,9.99,8956-1318-9927-9793,2/11/2027,Reckless Love,Cory Asbury,Reckless Love,Classical,Tablet,5,Study,46,8/25/2024 18:01:28,No,0
Hank,Taylor,hickoryct.hanktaylor@music.com,"5042 Hickory Ct, MI",Free,10,0,6612-5673-3322-3773,2/6/2027,Graves into Gardens,Elevation Worship,Graves into Gardens,Hip-Hop,Tablet,7,Party,97,5/21/2024 18:01:29,No,0
Hank,Taylor,hickoryct.hanktaylor@music.com,"5042 Hickory Ct, MI",Basic,50,4.99,2066-3762-3184-2131,2/11/2027,Rise Up (Lazarus),CAIN,Rise Up,Reggae,Tablet,4,Workout,86,10/8/2023 18:01:29,No,0
Frank,Smith,elmst.franksmith@music.com,"708 Elm St, NY",Basic,50,4.99,3271-3037-9121-6153,2/16/2027,Run to the Father,Cody Carnes,Run to the Father,Reggae,Tablet,6,Workout,82,5/30/2024 18:01:29,No,0
Frank,Johnson,oakave.frankjohnson@music.com,"2760 Oak Ave, NY",Free,10,0,8303-4025-4595-3331,2/11/2027,Gratitude,Brandon Lake,House of Miracles,Metal,Desktop,7,Party,1,4/9/2024 18:01:29,No,0
Grace,Martin,elmst.gracemartin@music.com,"4206 Elm St, NC",Basic,50,4.99,6472-7444-8365-3703,2/16/2027,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Pop,Tablet,7,Sleep,51,9/24/2023 18:01:30,No,0
Bob,Miller,cedarave.bobmiller@music.com,"8931 Cedar Ave, CA",Premium,100,9.99,7660-9187-1169-9810,2/21/2027,You Say,Lauren Daigle,Look Up Child,Blues,Tablet,4,Focus,39,7/3/2024 18:01:30,No,0
Grace,Brown,cedarave.gracebrown@music.com,"770 Cedar Ave, OH",Premium,100,9.99,6379-1503-3919-4304,2/26/2027,Hold On to Me,Lauren Daigle,Hold On to Me,Classical,Tablet,4,Workout,4,7/26/2024 18:01:30,No,0
Pam,Brown,elmst.pambrown@music.com,"3087 Elm St, NY",Free,10,0,8679-8600-1287-8078,2/21/2027,God Only Knows,for KING & COUNTRY,Burn the Ships,Country,Mobile,3,Road Trip,24,2/19/2024 18:01:30,No,0
Grace,Thomas,elmst.gracethomas@music.com,"8507 Elm St, PA",Basic,50,4.99,4884-6868-7592-6782,2/26/2027,Good Grace,Hillsong UNITED,People,Blues,Desktop,8,Chill,81,5/31/2024 18:01:31,No,0
Tom,Clark,oakave.tomclark@music.com,"7558 Oak Ave, NC",Premium,100,9.99,9348-6710-8441-3185,3/3/2027,Rise Up (Lazarus),CAIN,Rise Up,Electronic,Desktop,4,Focus,79,8/14/2024 18:01:31,No,0
Quinn,Lee,oakave.quinnlee@music.com,"1639 Oak Ave, MI",Premium,100,9.99,8411-7716-6881-3545,3/8/2027,Raise a Hallelujah,Bethel Music,Victory,Reggae,Mobile,7,Road Trip,22,3/12/2024 18:01:31,No,0
Frank,Martin,birchst.frankmartin@music.com,"6131 Birch St, TX",Free,10,0,3136-7411-1597-3619,3/3/2027,Holy Water,We The Kingdom,Holy Water,Metal,Desktop,5,Party,38,5/8/2024 18:01:31,No,0
Eve,Taylor,spruceln.evetaylor@music.com,"8052 Spruce Ln, NY",Basic,50,4.99,2205-7259-6924-8423,3/8/2027,King of Kings,Hillsong Worship,Awake,Country,Mobile,5,Road Trip,31,4/14/2024 18:01:31,No,0
Leo,Johnson,hickoryct.leojohnson@music.com,"2848 Hickory Ct, OH",Basic,50,4.99,9848-1657-3330-6000,3/13/2027,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Rock,Tablet,7,Chill,49,11/29/2023 18:01:31,No,0
Grace,Moore,maplest.gracemoore@music.com,"5637 Maple St, OH",Premium,100,9.99,1825-7266-1298-4207,3/18/2027,King of Kings,Hillsong Worship,Awake,Metal,Mobile,5,Road Trip,76,10/1/2023 18:01:32,No,0
Ivy,Taylor,hickoryct.ivytaylor@music.com,"9085 Hickory Ct, FL",Premium,100,9.99,6433-3103-3662-9558,3/23/2027,Oceans (Where Feet May Fail),Hillsong United,Zion,Reggae,Mobile,9,Study,2,7/9/2024 18:01:33,No,0
Nina,Thompson,oakave.ninathompson@music.com,"5207 Oak Ave, IL",Basic,50,4.99,3040-9352-7780-7351,3/28/2027,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Reggae,Desktop,4,Study,80,7/5/2024 18:01:33,No,0
Carol,King,pinerd.carolking@music.com,"9176 Pine Rd, IL",Basic,50,4.99,4427-4774-8864-4921,4/2/2027,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Jazz,Tablet,4,Focus,56,5/22/2024 18:04:37,No,0
Mona,Martin,hickoryct.monamartin@music.com,"7836 Hickory Ct, NC",Free,10,0,7098-8694-4885-8348,3/28/2027,Battle Belongs,Phil Wickham,Hymn of Heaven,Pop,Mobile,4,Road Trip,22,1/9/2024 18:01:33,No,0
Frank,Moore,maplest.frankmoore@music.com,"1036 Maple St, CA",Premium,100,9.99,7903-3586-5627-4651,4/2/2027,Hold On to Me,Lauren Daigle,Hold On to Me,Electronic,Desktop,4,Sleep,68,11/22/2023 18:01:34,No,0
Jack,Lopez,willowblvd.jacklopez@music.com,"5762 Willow Blvd, TX",Premium,100,9.99,1868-4289-6777-4911,4/7/2027,Gratitude,Brandon Lake,House of Miracles,Hip-Hop,Desktop,7,Chill,98,12/16/2023 18:01:34,No,0
Nina,Thompson,oakave.ninathompson@music.com,"5207 Oak Ave, IL",Premium,100,9.99,9277-1942-7391-6226,4/12/2027,You Say,Lauren Daigle,Look Up Child,Blues,Tablet,4,Study,61,6/13/2024 18:01:34,No,0
Frank,Perez,elmst.frankperez@music.com,"9087 Elm St, PA",Basic,50,4.99,1218-2200-9225-1286,4/17/2027,Gratitude,Brandon Lake,House of Miracles,Pop,Mobile,7,Workout,50,4/9/2024 18:01:34,No,0
Mona,Perez,oakave.monaperez@music.com,"9254 Oak Ave, TX",Basic,50,4.99,3404-3377-2409-4768,4/22/2027,Good Grace,Hillsong UNITED,People,Rock,Mobile,8,Focus,68,11/8/2023 18:01:34,No,0
Nina,Thomas,ashdr.ninathomas@music.com,"9551 Ash Dr, FL",Basic,50,4.99,1285-3662-6048-5073,4/27/2027,God Only Knows,for KING & COUNTRY,Burn the Ships,Reggae,Desktop,3,Workout,25,3/25/2024 18:01:34,No,0
Oscar,White,maplest.oscarwhite@music.com,"1015 Maple St, TX",Free,10,0,1318-6629-1939-2313,4/22/2027,Another in the Fire,Hillsong UNITED,People,Rock,Tablet,7,Chill,52,2/15/2024 18:01:35,No,0
Oscar,Perez,spruceln.oscarperez@music.com,"6001 Spruce Ln, IL",Basic,50,4.99,7835-1124-7739-3546,4/27/2027,Run to the Father,Cody Carnes,Run to the Father,Metal,Mobile,6,Sleep,18,11/8/2023 18:01:35,No,0
Karen,Martin,pinerd.karenmartin@music.com,"3958 Pine Rd, OH",Free,10,0,6559-4291-2778-1946,4/22/2027,Chain Breaker,Zach Williams,Chain Breaker,Metal,Desktop,3,Party,82,4/17/2024 18:01:35,Yes,0.25
Mona,Brown,spruceln.monabrown@music.com,"2560 Spruce Ln, TX",Premium,100,9.99,5317-6909-5471-6422,4/27/2027,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Electronic,Desktop,4,Workout,7,9/16/2024 18:01:35,No,0
Mona,Perez,oakave.monaperez@music.com,"9254 Oak Ave, TX",Free,10,0,3591-9876-8030-8797,4/22/2027,Run to the Father,Cody Carnes,Run to the Father,Metal,Desktop,6,Party,7,5/8/2024 18:01:35,No,0
Oscar,Scott,ashdr.oscarscott@music.com,"2300 Ash Dr, PA",Basic,50,4.99,6680-2183-6828-7371,4/27/2027,Rescue,Lauren Daigle,Look Up Child,Blues,Mobile,4,Chill,28,12/12/2023 18:01:36,No,0
Leo,Davis,birchst.leodavis@music.com,"761 Birch St, IL",Premium,100,9.99,5559-6718-4662-2242,5/2/2027,Reckless Love,Cory Asbury,Reckless Love,Blues,Mobile,5,Workout,85,10/20/2023 18:01:36,No,0
Ivy,Lee,maplest.ivylee@music.com,"8343 Maple St, NY",Free,10,0,8627-6762-3506-5450,4/27/2027,Raise a Hallelujah,Bethel Music,Victory,Country,Desktop,7,Road Trip,25,11/1/2023 18:01:36,No,0
Tom,Lee,willowblvd.tomlee@music.com,"6925 Willow Blvd, CA",Free,10,0,1174-6966-2216-2772,4/22/2027,Alive & Breathing,Matt Maher,Alive & Breathing,Jazz,Desktop,4,Chill,13,6/25/2024 18:01:36,No,0
Ivy,Scott,elmst.ivyscott@music.com,"7566 Elm St, NC",Premium,100,9.99,1097-3827-5798-2729,4/27/2027,Graves into Gardens,Elevation Worship,Graves into Gardens,Jazz,Mobile,7,Workout,25,9/30/2023 18:01:36,No,0
Frank,Johnson,oakave.frankjohnson@music.com,"2760 Oak Ave, NY",Free,10,0,3068-7038-6346-5409,4/22/2027,Oceans (Where Feet May Fail),Hillsong United,Zion,Hip-Hop,Tablet,9,Study,67,6/24/2024 18:01:36,No,0
Carol,Scott,oakave.carolscott@music.com,"6695 Oak Ave, CA",Free,10,0,4130-4882-3615-3622,4/17/2027,Reckless Love,Cory Asbury,Reckless Love,Blues,Desktop,5,Focus,99,7/30/2024 18:01:37,No,0
Nina,Thomas,ashdr.ninathomas@music.com,"9551 Ash Dr, FL",Free,10,0,2599-3903-4333-2629,4/12/2027,Way Maker,Leeland,Better Word,Pop,Mobile,8,Sleep,70,5/30/2024 18:01:37,No,0
Ivy,Lopez,birchst.ivylopez@music.com,"3745 Birch St, PA",Basic,50,4.99,8183-6736-7282-6847,4/17/2027,Hold On to Me,Lauren Daigle,Hold On to Me,Pop,Desktop,4,Sleep,63,4/17/2024 18:01:37,No,0
Eve,White,birchst.evewhite@music.com,"1711 Birch St, WA",Free,10,0,2528-6806-1221-1610,4/12/2027,Rise Up (Lazarus),CAIN,Rise Up,Electronic,Mobile,4,Workout,71,1/13/2024 18:01:37,Yes,0.25
Quinn,Miller,cedarave.quinnmiller@music.com,"5061 Cedar Ave, NC",Free,10,0,5756-1369-3262-1176,4/7/2027,Do It Again,Elevation Worship,There Is a Cloud,Blues,Desktop,6,Workout,42,6/29/2024 18:01:37,No,0
Frank,Perez,elmst.frankperez@music.com,"9087 Elm St, PA",Basic,50,4.99,3600-4924-5179-2033,4/12/2027,Hold On to Me,Lauren Daigle,Hold On to Me,Classical,Mobile,4,Study,35,7/22/2024 18:01:38,No,0
Eve,Wilson,pinerd.evewilson@music.com,"6261 Pine Rd, FL",Premium,100,9.99,1612-1417-3769-8092,4/17/2027,Holy Water,We The Kingdom,Holy Water,Metal,Mobile,5,Party,51,12/19/2023 18:01:38,No,0
Quinn,Miller,cedarave.quinnmiller@music.com,"5061 Cedar Ave, NC",Premium,100,9.99,5001-8996-1769-2744,4/22/2027,No Longer Slaves,Bethel Music,We Will Not Be Shaken,Jazz,Desktop,6,Chill,34,12/24/2023 18:01:38,No,0
Jack,Perez,elmst.jackperez@music.com,"9790 Elm St, FL",Premium,100,9.99,3702-2584-2123-4444,4/27/2027,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Reggae,Mobile,4,Party,91,9/9/2024 18:01:38,No,0
Mona,Brown,spruceln.monabrown@music.com,"2560 Spruce Ln, TX",Premium,100,9.99,5869-5026-6979-9387,5/2/2027,Graves into Gardens,Elevation Worship,Graves into Gardens,Rock,Desktop,7,Sleep,14,2/14/2024 18:01:38,No,0
Alice,Miller,oakave.alicemiller@music.com,"3 Oak Ave, FL",Basic,50,4.99,2519-3346-6691-7920,5/7/2027,Who You Say I Am,Hillsong Worship,There Is More,Pop,Tablet,5,Chill,47,1/24/2024 18:01:39,No,0
Eve,Taylor,pinerd.evetaylor@music.com,"8537 Pine Rd, WA",Premium,100,9.99,6551-2676-9677-8109,5/12/2027,Good Grace,Hillsong UNITED,People,Blues,Desktop,8,Chill,84,4/4/2024 18:01:39,No,0
Rob,Taylor,maplest.robtaylor@music.com,"4245 Maple St, NC",Free,10,0,1988-7454-5135-3053,5/7/2027,Known,Tauren Wells,Hills and Valleys,Reggae,Mobile,4,Party,58,10/8/2023 18:01:39,Yes,0.25
Ivy,Lee,maplest.ivylee@music.com,"8343 Maple St, NY",Premium,100,9.99,9660-4465-7106-6664,5/12/2027,Who You Say I Am,Hillsong Worship,There Is More,Blues,Tablet,5,Party,22,1/18/2024 18:01:39,No,0
Grace,Miller,ashdr.gracemiller@music.com,"5883 Ash Dr, TX",Free,10,0,6347-5289-5479-7137,5/7/2027,Reckless Love,Cory Asbury,Reckless Love,Pop,Tablet,5,Workout,28,12/15/2023 18:01:39,No,0
Ivy,Scott,birchst.ivyscott@music.com,"4930 Birch St, NY",Premium,100,9.99,6127-1618-9056-2415,5/12/2027,Alive & Breathing,Matt Maher,Alive & Breathing,Jazz,Tablet,4,Chill,98,6/24/2024 18:01:40,No,0
Ivy,Taylor,spruceln.ivytaylor@music.com,"5869 Spruce Ln, TX",Free,10,0,5785-1346-8350-2199,5/7/2027,King of Kings,Hillsong Worship,Awake,Rock,Mobile,5,Chill,73,6/1/2024 18:01:40,Yes,0.25
Hank,Jackson,hickoryct.hankjackson@music.com,"3089 Hickory Ct, TX",Premium,100,9.99,9022-8484-1230-5296,5/12/2027,Holy Water,We The Kingdom,Holy Water,Classical,Tablet,5,Study,82,1/7/2024 18:01:40,No,0
Hank,Moore,birchst.hankmoore@music.com,"5751 Birch St, NY",Premium,100,9.99,6716-7365-6529-5320,5/17/2027,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Classical,Mobile,7,Party,65,4/29/2024 18:01:41,No,0
Hank,Taylor,hickoryct.hanktaylor@music.com,"5042 Hickory Ct, MI",Basic,50,4.99,2429-1067-6966-6107,5/22/2027,Way Maker,Leeland,Better Word,Metal,Desktop,8,Road Trip,35,11/20/2023 18:01:41,No,0
Grace,Brown,ashdr.gracebrown@music.com,"8220 Ash Dr, IL",Premium,100,9.99,8209-8860-6380-8096,5/27/2027,Oceans (Where Feet May Fail),Hillsong United,Zion,Pop,Mobile,9,Road Trip,76,12/20/2023 18:01:41,No,0
Jack,Davis,elmst.jackdavis@music.com,"2645 Elm St, NC",Basic,50,4.99,8111-7505-2573-1149,6/1/2027,Holy Water,We The Kingdom,Holy Water,Pop,Tablet,5,Relax,72,7/19/2024 18:01:41,No,0
Tom,Miller,oakave.tommiller@music.com,"8689 Oak Ave, FL",Basic,50,4.99,4663-4859-7883-2127,6/6/2027,Till I Found You,Phil Wickham,Living Hope,Reggae,Tablet,5,Focus,68,1/3/2024 18:01:43,No,0
Bob,Brown,pinerd.bobbrown@music.com,"9428 Pine Rd, WA",Free,10,0,6327-4586-6596-9793,6/1/2027,The Blessing,Kari Jobe & Cody Carnes,The Blessing,Electronic,Tablet,9,Relax,23,5/7/2024 18:01:43,No,0
Bob,Johnson,pinerd.bobjohnson@music.com,"5323 Pine Rd, NY",Basic,50,4.99,8675-5259-2404-5244,6/6/2027,King of Kings,Hillsong Worship,Awake,Metal,Tablet,5,Focus,46,11/16/2023 18:01:43,No,0
Karen,Thomas,hickoryct.karenthomas@music.com,"7928 Hickory Ct, IL",Basic,50,4.99,1092-6502-4631-2599,6/11/2027,Rise Up (Lazarus),CAIN,Rise Up,Pop,Tablet,4,Party,65,8/8/2024 18:01:43,No,0
Jack,Anderson,pinerd.jackanderson@music.com,"3041 Pine Rd, IL",Basic,50,4.99,4662-8045-7135-2211,6/16/2027,See a Victory,Elevation Worship,At Midnight,Pop,Tablet,6,Chill,42,2/10/2024 18:01:43,No,0
Bob,Miller,cedarave.bobmiller@music.com,"8931 Cedar Ave, CA",Free,10,0,4972-9407-7734-5778,6/11/2027,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Blues,Desktop,4,Focus,10,9/15/2024 18:01:44,No,0
Alice,Brown,cedarave.alicebrown@music.com,"3199 Cedar Ave, NC",Free,10,0,3260-2476-8191-3298,6/6/2027,Good Grace,Hillsong UNITED,People,Hip-Hop,Tablet,8,Study,72,6/3/2024 18:01:44,No,0
Carol,King,pinerd.carolking@music.com,"1589 Pine Rd, OH",Basic,50,4.99,8490-8974-5428-4369,6/11/2027,The Blessing,Kari Jobe & Cody Carnes,The Blessing,Pop,Desktop,9,Sleep,99,3/9/2024 18:04:59,No,0
Quinn,Scott,willowblvd.quinnscott@music.com,"3589 Willow Blvd, PA",Free,10,0,4669-7106-7588-5603,6/6/2027,Rescue,Lauren Daigle,Look Up Child,Rock,Desktop,4,Chill,60,4/3/2024 18:01:44,No,0
Eve,White,birchst.evewhite@music.com,"1711 Birch St, WA",Free,10,0,8962-9124-4585-5575,6/1/2027,You Say,Lauren Daigle,Look Up Child,Hip-Hop,Tablet,4,Road Trip,26,9/22/2023 18:01:45,No,0
Bob,Martin,cedarave.bobmartin@music.com,"4841 Cedar Ave, PA",Basic,50,4.99,2692-3163-5823-2864,6/6/2027,Another in the Fire,Hillsong UNITED,People,Rock,Desktop,7,Relax,20,12/4/2023 18:01:45,No,0
Tom,Lee,willowblvd.tomlee@music.com,"6925 Willow Blvd, CA",Premium,100,9.99,9835-6641-1306-2898,6/11/2027,Living Hope,Phil Wickham,Living Hope,Reggae,Mobile,5,Sleep,57,12/17/2023 18:01:45,No,0
Quinn,Moore,ashdr.quinnmoore@music.com,"2609 Ash Dr, NY",Premium,100,9.99,4640-7318-7025-5458,6/16/2027,You Say,Lauren Daigle,Look Up Child,Country,Mobile,4,Workout,72,12/20/2023 18:01:45,No,0
Dave,Wilson,oakave.davewilson@music.com,"7094 Oak Ave, FL",Basic,50,4.99,8447-2836-2131-1890,6/21/2027,Gratitude,Brandon Lake,House of Miracles,Reggae,Desktop,7,Workout,20,11/29/2023 18:01:45,No,0
